"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 10 20:14:48 GMT 2024","Mon Jun 10 20:14:50 GMT 2024","1667","CrossBrowser Test Suite","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Mon Jun 10 20:14:51 GMT 2024","Mon Jun 10 20:14:56 GMT 2024","4490","CrossBrowser Test Suite","ChromeTest","com.lumatest.test.ProductPageTest","com.lumatest.test.ProductPageTest","testProduct","testProduct",""
"passed","Mon Jun 10 20:14:50 GMT 2024","Mon Jun 10 20:14:51 GMT 2024","1131","CrossBrowser Test Suite","ChromiumTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testOpenBaseURL","TC-01 Open Base URL","To verify that the base URL and title of the application are correct and as expected."
"passed","Mon Jun 10 20:14:48 GMT 2024","Mon Jun 10 20:14:50 GMT 2024","1640","CrossBrowser Test Suite","ChromiumTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Mon Jun 10 20:14:51 GMT 2024","Mon Jun 10 20:14:55 GMT 2024","3922","CrossBrowser Test Suite","ChromiumTest","com.lumatest.test.ProductPageTest","com.lumatest.test.ProductPageTest","testProduct","testProduct",""
"passed","Mon Jun 10 20:14:50 GMT 2024","Mon Jun 10 20:14:51 GMT 2024","960","CrossBrowser Test Suite","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testOpenBaseURL","TC-01 Open Base URL","To verify that the base URL and title of the application are correct and as expected."
"passed","Mon Jun 10 20:14:46 GMT 2024","Mon Jun 10 20:14:48 GMT 2024","1981","CrossBrowser Test Suite","ChromeTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Mon Jun 10 20:14:56 GMT 2024","Mon Jun 10 20:14:56 GMT 2024","0","CrossBrowser Test Suite","ChromeTest","FrameworkTest","FrameworkTest","testPass","testPass",""
"unknown","Mon Jun 10 20:14:45 GMT 2024","Mon Jun 10 20:14:45 GMT 2024","1","CrossBrowser Test Suite","ChromeTest","FrameworkTest","FrameworkTest","testFail","testFail",""
"passed","Mon Jun 10 20:14:46 GMT 2024","Mon Jun 10 20:14:48 GMT 2024","1801","CrossBrowser Test Suite","ChromiumTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
