"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 15 02:12:00 GMT 2024","Sat Jun 15 02:12:02 GMT 2024","1702","Smoke","Smoke Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"unknown","Sat Jun 15 02:11:53 GMT 2024","Sat Jun 15 02:11:53 GMT 2024","0","Framework","FrameworkTest","FrameworkTest","FrameworkTest","testFail","testFail",""
"passed","Sat Jun 15 02:11:43 GMT 2024","Sat Jun 15 02:11:45 GMT 2024","2033","CrossBrowser","ChromiumTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Sat Jun 15 02:11:49 GMT 2024","Sat Jun 15 02:11:53 GMT 2024","3297","CrossBrowser","ChromeTest","com.lumatest.test.ProductPageTest","com.lumatest.test.ProductPageTest","testProduct","TC-03 Open Base URL",""
"passed","Sat Jun 15 02:11:46 GMT 2024","Sat Jun 15 02:11:47 GMT 2024","1807","CrossBrowser","ChromiumTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Sat Jun 15 02:11:53 GMT 2024","Sat Jun 15 02:11:53 GMT 2024","0","Framework","FrameworkTest","FrameworkTest","FrameworkTest","testPass","testPass",""
"passed","Sat Jun 15 02:11:48 GMT 2024","Sat Jun 15 02:11:49 GMT 2024","1348","CrossBrowser","ChromiumTest","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testOpenBaseURL","TC-01 Open Base URL","To verify that the base URL and title of the application are correct and as expected."
"passed","Sat Jun 15 02:11:58 GMT 2024","Sat Jun 15 02:12:00 GMT 2024","1690","Smoke","Smoke Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Sat Jun 15 02:12:02 GMT 2024","Sat Jun 15 02:12:03 GMT 2024","1199","Smoke","Smoke Test Run","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testOpenBaseURL","TC-01 Open Base URL","To verify that the base URL and title of the application are correct and as expected."
"passed","Sat Jun 15 02:11:49 GMT 2024","Sat Jun 15 02:11:53 GMT 2024","3399","CrossBrowser","ChromiumTest","com.lumatest.test.ProductPageTest","com.lumatest.test.ProductPageTest","testProduct","TC-03 Open Base URL",""
